,bias,factuality,owner,source,owner_type,transgender,trans,gender,lgbtq,sex,marriage,school,sunak,right,alberta,greece,say,time,ghey,brianna,policy,member,college,board,mother,senate,utah,student,youth,rally,initiative,new,state,surgery,jibe,girl,people,game,legal,japan,orthodox,country,proposed,survey,rishi,affirming,plan,leader,activist,vote,community,change,diversity,recognition,support,questioned,kentucky,shooter,remark,inclusion,equity,group
196,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/world/2024/feb/08/japan-transgender-man-status-change-ruling-court-sterilisation?utm_source=ground.news&utm_medium=referral,Independent,0.14988198693301039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2754285619066862,0.2754285619066862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28614639092139904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Center,High Factuality,Bell Media,https://www.ctvnews.ca/world/japan-court-approves-a-transgender-man-s-request-for-legal-recognition-without-needing-surgery-1.6759543?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1674325152204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927984425447774,0.0,0.0,0.0,0.0,0.30768004766434065,0.30768004766434065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196528878058157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Lean Left,High Factuality,Independent Media,https://apnews.com/article/japan-transgender-change-surgery-requirement-8b190c5272ec096868679ed74f6bdeb1?utm_source=ground.news&utm_medium=referral,Independent,0.1674325152204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927984425447774,0.0,0.0,0.0,0.0,0.30768004766434065,0.30768004766434065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196528878058157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/japan-court-approves-transgender-mans-request-legal-recognition-107025054?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1674325152204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927984425447774,0.0,0.0,0.0,0.0,0.30768004766434065,0.30768004766434065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196528878058157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/07/japan-court-approves-a-transgender-mans-request-for-legal-recognition-without-needing-surgery/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1674325152204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927984425447774,0.0,0.0,0.0,0.0,0.30768004766434065,0.30768004766434065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196528878058157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Center,High Factuality,,https://www.winnipegfreepress.com/world/2024/02/07/japan-court-approves-a-transgender-mans-request-for-legal-recognition-without-needing-surgery?utm_source=ground.news&utm_medium=referral,,0.1674325152204022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2927984425447774,0.0,0.0,0.0,0.0,0.30768004766434065,0.30768004766434065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196528878058157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Lean Right,Mixed Factuality,Murdoch Family,https://nypost.com/2024/02/07/news/video-allegedly-showing-five-trans-players-playing-in-womens-volleyball-game-sparks-outrage/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.17501711573156803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2704569665161743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28758833037435305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Right,Mixed Factuality,Tucker Carlson,https://dailycaller.com/2024/02/07/five-transgender-athletes-womens-volleyball-college-canada/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.13839056473237843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2404025240719764,0.0,0.0,0.0,0.0,0.0,0.0
204,Right,Mixed Factuality,Ben Shapiro,https://www.dailywire.com/news/trans-identifying-volleyball-players-take-over-womens-college-game-reports?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.1833202885681805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28328800266062754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012321137432521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Right,Mixed Factuality,Blaze Media,https://www.theblaze.com/news/5-men-womens-volleyball-game?utm_source=ground.news&utm_medium=referral,Independent,0.13059078644703656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221787199329183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358357086345161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Right,Low Factuality,,https://www.westernjournal.com/5-transgender-players-dominate-single-college-volleyball-game-females-relegated-bench/?utm_source=ground.news&utm_medium=referral,,0.1400489404460209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237850334741187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529163198430986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Lean Right,Mixed Factuality,Salem Media Group,https://hotair.com/headlines/2024/02/08/canadian-college-dominates-womens-volleyball-fielding-five-men-n3782515?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776883211003883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Center,High Factuality,,https://medicalxpress.com/news/2024-02-survey-transgender-nonbinary-people-financial.html?utm_source=ground.news&utm_medium=referral,,0.15895578697345017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28236604749302585,0.0,0.0,0.0,0.0,0.0,0.0,0.2870604556596687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/us-news/2024/feb/07/trans-survey-transition-gender-affirming-care?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.19184002776656395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3152317592124757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Lean Left,High Factuality,National Amusements,https://www.cbsnews.com/news/survey-90000-trans-people-shows-vast-improvement-in-life-satisfaction-after-transition/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.16116992734419233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605036735564318,0.0,0.0,0.0,0.0,0.0,0.0,0.26483461413318077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Lean Left,High Factuality,Roberts Family,https://www.nbcnews.com/nbc-out/out-news/transgender-survey-transition-hrt-surgery-gender-affirming-rcna137563?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.16116992734419233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605036735564318,0.0,0.0,0.0,0.0,0.0,0.0,0.26483461413318077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Center,High Factuality,Nexstar Media Group,https://www.kxan.com/lgbtq/largest-ever-survey-of-transgender-americans-shows-high-satisfaction-with-gender-transition/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.17618924829441412,0.0,0.2206835525794188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31818260197206105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Left,Mixed Factuality,,https://www.thepinknews.com/2024/02/08/trans-people-us-survey-transition/?utm_source=ground.news&utm_medium=referral,,0.0,0.2179908748640529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3523450350796011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Right,Mixed Factuality,,https://notthebee.com/article/94-of-trans-people-happier-following-their-transition-according-to-totally-legit-online-survey-sponsored-by-trans-advocacy-group?utm_source=ground.news&utm_medium=referral,,0.0,0.25386717025591765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20516647099371463,0.0,0.0,0.0,0.0,0.0,0.0,0.2085774163446353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21619848694752347
215,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/politics/2024/feb/08/minister-chris-philp-defends-rishi-sunak-transgender-jibe-amid-calls-for-apology?utm_source=ground.news&utm_medium=referral,Independent,0.18835982761359016,0.0,0.0,0.0,0.0,0.0,0.0,0.28427420377531953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340161619606621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Lean Left,Mixed Factuality,Reach Plc,https://www.mirror.co.uk/news/politics/tory-minister-struggles-defend-rishi-32074949?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.1437915097327411,0.0,0.0,0.0,0.0,0.0,0.19745863104262,0.0,0.0,0.0,0.0,0.20609184853714205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23627837787860256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24042879902755898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Center,Mixed Factuality,Reach Plc,https://www.liverpoolecho.co.uk/news/tv/good-morning-britain-viewers-say-28591434?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.13043189396604332,0.0,0.0,0.0,0.0,0.0,0.1791128229663947,0.0,0.0,0.0,0.18694393142978188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21432584154106935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180906486024966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Center,High Factuality,Roberts Family,https://news.sky.com/story/minister-calls-for-respectful-and-measured-language-after-sunak-transgender-jibe-13066566?utm_source=ground.news&utm_medium=referral,Individual,0.1778529725031319,0.0,0.0,0.0,0.0,0.0,0.0,0.2684171714741673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32118714454669733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Lean Left,Mixed Factuality,Dan Abrams,https://www.mediaite.com/uk/bbc-breakfast-host-rips-tory-minister-for-disingenuous-dodging-of-sunak-apology-question/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1949674205969424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,,,,https://faharas.net/minister-calls-for-respectful-and/?utm_source=ground.news&utm_medium=referral,,0.16333606729354289,0.0,0.0,0.0,0.0,0.0,0.0,0.24650813852366169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31183217623230186,0.0,0.0,0.0
221,Lean Right,Mixed Factuality,,https://www.christianpost.com/voices/rip-curls-wipeout-shows-that-fed-up-americans-are-winning.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/politics/2024/feb/07/brianna-gheys-father-demands-apology-from-sunak-over-transgender-remarks?utm_source=ground.news&utm_medium=referral,Independent,0.1947657385105492,0.0,0.0,0.0,0.0,0.0,0.0,0.2939420572808156,0.0,0.0,0.0,0.0,0.0,0.3262702961857886,0.3262702961857886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718359643500305,0.0,0.0,0.0
223,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/uk/politics/rishi-sunak-brianna-ghey-trans-joke-starmer-b2492632.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.17755562455049168,0.0,0.0,0.0,0.0,0.0,0.24382448325928113,0.0,0.0,0.0,0.0,0.0,0.27064070758119646,0.27064070758119646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29688460501324404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Lean Left,Mixed Factuality,Reach Plc,https://www.mirror.co.uk/news/politics/breaking-brianna-gheys-disgusted-dad-32072380?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.17559980561413532,0.0,0.0,0.0,0.0,0.0,0.24113869652223416,0.0,0.0,0.0,0.0,0.0,0.26765953352841015,0.26765953352841015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2936143479663745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3050398455835612,0.0,0.0,0.0
225,Center,Mixed Factuality,Reach Plc,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/brianna-gheys-father-demands-apology-28589994?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.16506428862705158,0.0,0.0,0.0,0.0,0.0,0.0,0.24911638439941475,0.0,0.0,0.0,0.0,0.0,0.27651462085631456,0.27651462085631456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3033281087941463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31513160071563157,0.0,0.0,0.0
226,,,MNA Media,https://www.shropshirestar.com/news/uk-news/2024/02/07/brianna-gheys-father-demands-apology-from-sunak-over-transgender-jibe/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1961981013636485,0.0,0.0,0.0,0.0,0.0,0.0,0.29610379110028723,0.0,0.0,0.0,0.0,0.0,0.32866978110495426,0.32866978110495426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3543168666543601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Center,Mixed Factuality,Evgeny Lebedev,https://www.standard.co.uk/news/politics/brianna-ghey-pmqs-transgender-jibe-apology-rishi-sunak-b1137779.html?utm_source=ground.news&utm_medium=referral,Individual,0.18042104000038764,0.0,0.0,0.0,0.0,0.0,0.0,0.27229292009993733,0.0,0.0,0.0,0.28419801631694636,0.0,0.30224015070230686,0.30224015070230686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32582485318230775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Center,High Factuality,Torstar,https://www.reddeeradvocate.com/news/transgender-policy-discussion-at-red-deer-town-hall-gets-heated-7315330?utm_source=ground.news&utm_medium=referral,Private Equity,0.149689247427195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24747181696857593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Center,High Factuality,,https://www.thetimes-tribune.com/news/many-transgender-americans-face-stigma-and-financial-hardship-survey-finds/article_8d1a7b13-6eb5-53db-b186-e62b2f7bba58.html?utm_source=ground.news&utm_medium=referral,,0.1572533523130465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28398600534457624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Right,Mixed Factuality,True North Centre for Public Policy,https://tnc.news/2024/02/07/abr-what-albertans-think-smith-gender-policies/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.2000976293938728,0.0,0.0,0.0,0.0,0.0,0.0,0.24885167051094792,0.0,0.0,0.0,0.0,0.0,0.26411101942429893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Lean Left,High Factuality,Independent Media,https://apnews.com/article/ohio-transgender-genderaffirming-regulations-adults-dewine-179092da5e1bf7c23f7141832e39d87d?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.24763668455621335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37008953944665457,0.0,0.0,0.37008953944665457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Health/wireStory/ohio-backs-off-proposed-restrictions-gender-affirming-care-107044067?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.24763668455621335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37008953944665457,0.0,0.0,0.37008953944665457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/07/ohio-backs-off-proposed-restrictions-on-gender-affirming-care-for-adults/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.24763668455621335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37008953944665457,0.0,0.0,0.37008953944665457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Lean Left,High Factuality,National Amusements,https://www.cbsnews.com/news/ohio-mike-dewine-backs-off-proposed-restrictions-on-trans-gender-affirming-care-adults/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.24763668455621335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37008953944665457,0.0,0.0,0.37008953944665457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Center,High Factuality,Nexstar Media Group,https://thehill.com/policy/healthcare/4454536-ohio-health-department-backpedals-on-proposed-adult-gender-affirming-care-restrictions/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.19143732983104872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28610039484673955,0.0,0.0,0.28610039484673955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
